u,v,key,osmid,oneway,name,highway,reversed,length,lanes,geometry,service,access
2631904669,2631904667,0,257715221,False,,residential,True,25.128,,"LINESTRING (105.8180533 21.0369807, 105.818037 21.0369655, 105.8179602 21.036774)",,
2631904669,2631904681,0,257715225,False,,residential,False,23.986,,"LINESTRING (105.8180533 21.0369807, 105.8179342 21.0370112, 105.8178362 21.0370527)",,
2631904669,2631904672,0,1204809537,False,,residential,False,28.665,,"LINESTRING (105.8180533 21.0369807, 105.818121 21.0370374, 105.8182121 21.0370527, 105.8182892 21.0370047)",,
2631904672,2631904673,0,1204809537,False,,residential,False,13.709,,"LINESTRING (105.8182892 21.0370047, 105.8184152 21.0369677)",,
2631904672,2631904679,0,257715224,False,,residential,False,21.694,,"LINESTRING (105.8182892 21.0370047, 105.8182471 21.0369459, 105.8182425 21.0368216)",,
2631904672,2631904669,0,1204809537,False,,residential,True,28.665,,"LINESTRING (105.8182892 21.0370047, 105.8182121 21.0370527, 105.818121 21.0370374, 105.8180533 21.0369807)",,
2631904673,2631904677,0,257715223,False,,residential,False,6.733,,"LINESTRING (105.8184152 21.0369677, 105.8184479 21.03702)",,
2631904673,2631904675,0,1204809537,False,,residential,False,10.483,,"LINESTRING (105.8184152 21.0369677, 105.8184963 21.0369115)",,
2631904673,2631904672,0,1204809537,False,,residential,True,13.709,,"LINESTRING (105.8184152 21.0369677, 105.8182892 21.0370047)",,
2631904675,2631904676,0,257715222,False,,residential,False,11.705,,"LINESTRING (105.8184963 21.0369115, 105.818553 21.0370025)",,
2631904675,2631904673,0,1204809537,False,,residential,True,10.483,,"LINESTRING (105.8184963 21.0369115, 105.8184152 21.0369677)",,
2631904675,2631904651,0,1204809537,False,,residential,False,25.449,,"LINESTRING (105.8184963 21.0369115, 105.8185694 21.0368609, 105.81871 21.0368018)",,
2631904676,2631904675,0,257715222,False,,residential,True,11.705,,"LINESTRING (105.818553 21.0370025, 105.8184963 21.0369115)",,
2631904677,2631904673,0,257715223,False,,residential,True,6.733,,"LINESTRING (105.8184479 21.03702, 105.8184152 21.0369677)",,
2631904679,2631904672,0,257715224,False,,residential,True,21.694,,"LINESTRING (105.8182425 21.0368216, 105.8182471 21.0369459, 105.8182892 21.0370047)",,
2631904681,2631904669,0,257715225,False,,residential,True,23.986,,"LINESTRING (105.8178362 21.0370527, 105.8179342 21.0370112, 105.8180533 21.0369807)",,
2631904682,2631906069,0,257715221,False,,residential,False,7.265,,"LINESTRING (105.8176543 21.0365156, 105.8176624 21.0365805)",,
2631904682,2631904687,0,257715221,False,,residential,True,73.56200000000001,,"LINESTRING (105.8176543 21.0365156, 105.8176551 21.0364226, 105.817661 21.0363051, 105.8177381 21.0362615, 105.8180977 21.0362746, 105.8181307 21.0362771)",,
2631904682,2631904688,0,257715226,False,,residential,False,24.15,,"LINESTRING (105.8176543 21.0365156, 105.8178198 21.0365623, 105.8178792 21.0365559)",,
2631904685,2631904690,0,257715229,False,,residential,False,15.423,,"LINESTRING (105.8180136 21.0364729, 105.8180883 21.0365928)",,
2631904685,2631904687,0,257715226,False,,residential,False,28.511,,"LINESTRING (105.8180136 21.0364729, 105.818114 21.0364294, 105.8181307 21.0362771)",,
2631904685,2631904688,0,257715226,False,,residential,True,16.759,,"LINESTRING (105.8180136 21.0364729, 105.8179202 21.0365252, 105.8178792 21.0365559)",,
2631904687,2631904682,0,257715221,False,,residential,False,73.562,,"LINESTRING (105.8181307 21.0362771, 105.8180977 21.0362746, 105.8177381 21.0362615, 105.817661 21.0363051, 105.8176551 21.0364226, 105.8176543 21.0365156)",,
2631904687,2631904628,0,257715221,False,,residential,True,41.179,,"LINESTRING (105.8181307 21.0362771, 105.8183265 21.0362921, 105.818526 21.0362752)",,
2631904687,2631904685,0,257715226,False,,residential,True,28.511,,"LINESTRING (105.8181307 21.0362771, 105.818114 21.0364294, 105.8180136 21.0364729)",,
2631904688,2631904689,0,257715228,False,,service,False,7.529,,"LINESTRING (105.8178792 21.0365559, 105.8179109 21.0366168)",alley,
2631904688,2631904685,0,257715226,False,,residential,False,16.759,,"LINESTRING (105.8178792 21.0365559, 105.8179202 21.0365252, 105.8180136 21.0364729)",,
2631904688,2631904682,0,257715226,False,,residential,True,24.15,,"LINESTRING (105.8178792 21.0365559, 105.8178198 21.0365623, 105.8176543 21.0365156)",,
2631904689,2631904688,0,257715228,False,,service,True,7.529,,"LINESTRING (105.8179109 21.0366168, 105.8178792 21.0365559)",alley,
2631904690,2631904685,0,257715229,False,,residential,True,15.423,,"LINESTRING (105.8180883 21.0365928, 105.8180136 21.0364729)",,
2631904696,2631904630,0,257715230,False,,residential,True,76.42200000000001,,"LINESTRING (105.8178945 21.0360937, 105.8180136 21.0361177, 105.8181491 21.0361003, 105.8182518 21.0360371, 105.8183826 21.0360741, 105.818593 21.0361275)",,
2631904697,2631904630,0,257715218,False,Ngõ 285 Đội Cấn,service,True,8.018,,"LINESTRING (105.8186286 21.0360635, 105.818593 21.0361275)",alley,
2631904697,2631904698,0,257715231,False,,residential,False,23.814,,"LINESTRING (105.8186286 21.0360635, 105.8188472 21.0361286)",,
2631904697,2631904636,0,257715218,False,Ngõ 285 Đội Cấn,service,False,76.34100000000001,,"LINESTRING (105.8186286 21.0360635, 105.8186654 21.0359973, 105.8187155 21.0358059, 105.8187349 21.035737, 105.8188356 21.0354064)",alley,
2631904698,2631904697,0,257715231,False,,residential,True,23.814,,"LINESTRING (105.8188472 21.0361286, 105.8186286 21.0360635)",,
2631904699,2631904700,0,257715232,False,,residential,False,27.349,,"LINESTRING (105.8188002 21.0369388, 105.8185997 21.0370984)",,
2631904699,2631904651,0,257715218,False,Ngõ 285 Đội Cấn,service,False,18.085,,"LINESTRING (105.8188002 21.0369388, 105.8187325 21.0368585, 105.81871 21.0368018)",alley,
2631904699,2631904644,0,257715218,False,Ngõ 285 Đội Cấn,service,True,17.274,,"LINESTRING (105.8188002 21.0369388, 105.8188317 21.0369761, 105.8189106 21.0370549)",alley,
2631904700,2631904699,0,257715232,False,,residential,True,27.349,,"LINESTRING (105.8185997 21.0370984, 105.8188002 21.0369388)",,
2631904700,2631904704,0,257715233,False,,residential,False,10.964,,"LINESTRING (105.8185997 21.0370984, 105.818539 21.0371791)",,
2631904700,2631904703,0,257715232,False,,residential,False,44.838,,"LINESTRING (105.8185997 21.0370984, 105.8184549 21.0371093, 105.8183125 21.0371485, 105.8181747 21.0371594)",,
2631904703,2631904700,0,257715232,False,,residential,True,44.838,,"LINESTRING (105.8181747 21.0371594, 105.8183125 21.0371485, 105.8184549 21.0371093, 105.8185997 21.0370984)",,
2631904704,2631904700,0,257715233,False,,residential,True,10.964,,"LINESTRING (105.818539 21.0371791, 105.8185997 21.0370984)",,
2631904704,2631904708,0,257715234,False,,residential,False,9.121,,"LINESTRING (105.818539 21.0371791, 105.8185553 21.0372597)",,
2631904704,2631904707,0,257715233,False,,residential,False,30.628999999999998,,"LINESTRING (105.818539 21.0371791, 105.8184152 21.0372161, 105.8183429 21.0372902, 105.8183569 21.0373425)",,
2631904707,2631904704,0,257715233,False,,residential,True,30.628999999999998,,"LINESTRING (105.8183569 21.0373425, 105.8183429 21.0372902, 105.8184152 21.0372161, 105.818539 21.0371791)",,
2631904708,2631904704,0,257715234,False,,residential,True,9.121,,"LINESTRING (105.8185553 21.0372597, 105.818539 21.0371791)",,
2631904712,2631904724,0,257715235,False,Ngõ 283 Đội Cấn,residential,False,20.36,,"LINESTRING (105.8190402 21.0364038, 105.8190113 21.0365849)",,permissive
2631904712,2631904723,0,257715237,False,,residential,False,37.514,,"LINESTRING (105.8190402 21.0364038, 105.8186809 21.036367)",,permissive
2631904712,2631904717,0,257715235,False,Ngõ 283 Đội Cấn,residential,True,65.506,,"LINESTRING (105.8190402 21.0364038, 105.8191219 21.0362687, 105.8192293 21.0359723, 105.8192521 21.0358531)",,permissive
2631904716,2631904724,0,257715235,False,Ngõ 283 Đội Cấn,residential,True,54.071,,"LINESTRING (105.8191906 21.0370229, 105.8191209 21.0369428, 105.8190297 21.0368026, 105.8190075 21.0366087, 105.8190113 21.0365849)",,permissive
2631904717,2631904712,0,257715235,False,Ngõ 283 Đội Cấn,residential,False,65.506,,"LINESTRING (105.8192521 21.0358531, 105.8192293 21.0359723, 105.8191219 21.0362687, 105.8190402 21.0364038)",,permissive
2631904717,6644566941,0,257715235,False,Ngõ 283 Đội Cấn,residential,True,54.807,,"LINESTRING (105.8192521 21.0358531, 105.8192947 21.0356302, 105.8192902 21.0354165, 105.8192885 21.0353638)",,permissive
2631904717,2631904722,0,257715236,False,,residential,False,48.961,,"LINESTRING (105.8192521 21.0358531, 105.819094 21.0358263, 105.8190672 21.0359214, 105.818866 21.0358814)",,permissive
2631904722,2631904717,0,257715236,False,,residential,True,48.961,,"LINESTRING (105.818866 21.0358814, 105.8190672 21.0359214, 105.819094 21.0358263, 105.8192521 21.0358531)",,permissive
2631904723,2631904712,0,257715237,False,,residential,True,37.514,,"LINESTRING (105.8186809 21.036367, 105.8190402 21.0364038)",,permissive
2631904724,2631904712,0,257715235,False,Ngõ 283 Đội Cấn,residential,True,20.36,,"LINESTRING (105.8190113 21.0365849, 105.8190402 21.0364038)",,permissive
2631904724,2631904725,0,257715238,False,,residential,False,38.713,,"LINESTRING (105.8190113 21.0365849, 105.8193837 21.0366049)",,permissive
2631904724,2631904716,0,257715235,False,Ngõ 283 Đội Cấn,residential,False,54.071,,"LINESTRING (105.8190113 21.0365849, 105.8190075 21.0366087, 105.8190297 21.0368026, 105.8191209 21.0369428, 105.8191906 21.0370229)",,permissive
2631904725,2631904724,0,257715238,False,,residential,True,38.713,,"LINESTRING (105.8193837 21.0366049, 105.8190113 21.0365849)",,permissive
2631906068,445252360,0,601484970,False,Ngõ 343 Đội Cấn,residential,True,75.669,,"LINESTRING (105.8171102 21.0367192, 105.8169117 21.0360644)",,
2631906068,2631906069,0,257715375,False,,service,False,59.914,,"LINESTRING (105.8171102 21.0367192, 105.8171174 21.0367159, 105.8171561 21.036698, 105.8172473 21.0366557, 105.8173678 21.0366486, 105.8176624 21.0365805)",,
2631906068,2922908944,0,601484970,False,Ngõ 343 Đội Cấn,residential,False,109.74800000000002,,"LINESTRING (105.8171102 21.0367192, 105.8172321 21.0370785, 105.8173073 21.0372988, 105.8173165 21.0373304, 105.8173098 21.037368, 105.817291 21.0374193, 105.8172642 21.0374769, 105.8172195 21.0375821, 105.8172261 21.0376597)",,
2631906069,2631904682,0,257715221,False,,residential,True,7.265,,"LINESTRING (105.8176624 21.0365805, 105.8176543 21.0365156)",,
2631906069,2631904667,0,257715221,False,,residential,False,49.746,,"LINESTRING (105.8176624 21.0365805, 105.8176727 21.0366626, 105.8176914 21.0367366, 105.8178105 21.0367345, 105.8179226 21.0367127, 105.8179602 21.036774)",,
2631906069,2631906068,0,257715375,False,,service,True,59.914,,"LINESTRING (105.8176624 21.0365805, 105.8173678 21.0366486, 105.8172473 21.0366557, 105.8171561 21.036698, 105.8171174 21.0367159, 105.8171102 21.0367192)",,
2634652555,2634652561,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,False,46.872,,"LINESTRING (105.8197519 21.0375019, 105.81975 21.0377577, 105.8197478 21.0378699, 105.8197564 21.0379228)",,
2634652555,445252557,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,True,48.716,,"LINESTRING (105.8197519 21.0375019, 105.8197214 21.0374556, 105.8196588 21.0372806, 105.8195661 21.0371011)",,
2634652555,2634652559,0,258037463,False,,residential,False,71.82300000000001,,"LINESTRING (105.8197519 21.0375019, 105.819986 21.0374182, 105.820035 21.037416, 105.820021 21.0372613, 105.8202405 21.0372112)",,
2634652559,2634652555,0,258037463,False,,residential,True,71.82300000000001,,"LINESTRING (105.8202405 21.0372112, 105.820021 21.0372613, 105.820035 21.037416, 105.819986 21.0374182, 105.8197519 21.0375019)",,
2634652561,2634652577,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,False,10.138,,"LINESTRING (105.8197564 21.0379228, 105.8197362 21.038012)",,
2634652561,2634652562,0,258037464,False,,service,False,20.161,,"LINESTRING (105.8197564 21.0379228, 105.8199463 21.037961)",alley,
2634652561,2634652555,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,True,46.872,,"LINESTRING (105.8197564 21.0379228, 105.8197478 21.0378699, 105.81975 21.0377577, 105.8197519 21.0375019)",,
2634652562,2634652563,0,258037464,False,,service,False,19.663,,"LINESTRING (105.8199463 21.037961, 105.8201354 21.0379501)",alley,
2634652562,2634652561,0,258037464,False,,service,True,20.161,,"LINESTRING (105.8199463 21.037961, 105.8197564 21.0379228)",alley,
2634652562,2634652570,0,258037466,False,,service,False,14.786,,"LINESTRING (105.8199463 21.037961, 105.8199509 21.0380939)",alley,
2634652563,2634652564,0,258037464,False,,service,False,6.319,,"LINESTRING (105.8201354 21.0379501, 105.8201961 21.0379457)",alley,
2634652563,2634652562,0,258037464,False,,service,True,19.663,,"LINESTRING (105.8201354 21.0379501, 105.8199463 21.037961)",alley,
2634652563,2634652569,0,258037465,False,,service,False,28.195,,"LINESTRING (105.8201354 21.0379501, 105.8201261 21.0378825, 105.8201354 21.0376973)",alley,
2634652564,2634652563,0,258037464,False,,service,True,6.319,,"LINESTRING (105.8201961 21.0379457, 105.8201354 21.0379501)",alley,
2634652564,2634652566,0,258037464,False,,service,False,17.058,,"LINESTRING (105.8201961 21.0379457, 105.8202848 21.0379109, 105.8203479 21.0378869)",alley,
2634652564,2634652593,0,258037470,False,,service,True,121.845,,"LINESTRING (105.8201961 21.0379457, 105.8201914 21.0380721, 105.8201541 21.0380918, 105.8201961 21.0382378, 105.8202778 21.0383446, 105.8202685 21.0383816, 105.8202685 21.0384514, 105.8202335 21.0384688, 105.8201821 21.038301, 105.8200934 21.0383293, 105.820056 21.0383685, 105.8198594 21.0384074)",alley,
2634652566,2634652564,0,258037464,False,,service,True,17.058,,"LINESTRING (105.8203479 21.0378869, 105.8202848 21.0379109, 105.8201961 21.0379457)",alley,
2634652569,2634652563,0,258037465,False,,service,True,28.195,,"LINESTRING (105.8201354 21.0376973, 105.8201261 21.0378825, 105.8201354 21.0379501)",alley,
2634652570,2634652562,0,258037466,False,,service,True,14.786,,"LINESTRING (105.8199509 21.0380939, 105.8199463 21.037961)",alley,
2634652576,445252275,0,258037467,False,,service,True,70.02,,"LINESTRING (105.8192551 21.0385494, 105.8193719 21.0384034, 105.8194793 21.0383228, 105.8195143 21.0382726, 105.8195937 21.0382269, 105.8197765 21.0382059)",alley,
2634652577,445252275,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,False,21.963,,"LINESTRING (105.8197362 21.038012, 105.8197765 21.0382059)",,
2634652577,2634652561,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,True,10.138,,"LINESTRING (105.8197362 21.038012, 105.8197564 21.0379228)",,
2634652577,2634652588,0,258037468,False,,residential,False,130.775,,"LINESTRING (105.8197362 21.038012, 105.8196894 21.0379588, 105.8195797 21.0379457, 105.8194466 21.0379937, 105.8193111 21.0380373, 105.8192411 21.0380329, 105.8191384 21.0381005, 105.819038 21.0382465, 105.8189259 21.0384623, 105.8188728 21.0385943)",,
2634652587,2634652588,0,258037468,False,,residential,True,17.086,,"LINESTRING (105.8188115 21.0387369, 105.8188628 21.0386192, 105.8188728 21.0385943)",,
2634652588,2634652587,0,258037468,False,,residential,False,17.086,,"LINESTRING (105.8188728 21.0385943, 105.8188628 21.0386192, 105.8188115 21.0387369)",,
2634652588,2634652577,0,258037468,False,,residential,True,130.775,,"LINESTRING (105.8188728 21.0385943, 105.8189259 21.0384623, 105.819038 21.0382465, 105.8191384 21.0381005, 105.8192411 21.0380329, 105.8193111 21.0380373, 105.8194466 21.0379937, 105.8195797 21.0379457, 105.8196894 21.0379588, 105.8197362 21.038012)",,
2634652588,2634652592,0,258037469,False,,residential,False,34.964,,"LINESTRING (105.8188728 21.0385943, 105.8189562 21.0386301, 105.8190076 21.0386519, 105.8190776 21.0384884)",alley,
2634652592,2634652588,0,258037469,False,,residential,True,34.964,,"LINESTRING (105.8190776 21.0384884, 105.8190076 21.0386519, 105.8189562 21.0386301, 105.8188728 21.0385943)",alley,
2634652593,445252275,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,True,24.001,,"LINESTRING (105.8198594 21.0384074, 105.8197765 21.0382059)",,
2634652593,2634652605,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,False,51.712999999999994,,"LINESTRING (105.8198594 21.0384074, 105.8199743 21.0386866, 105.8199926 21.0388517)",,
2634652593,2634652564,0,258037470,False,,service,False,121.845,,"LINESTRING (105.8198594 21.0384074, 105.820056 21.0383685, 105.8200934 21.0383293, 105.8201821 21.038301, 105.8202335 21.0384688, 105.8202685 21.0384514, 105.8202685 21.0383816, 105.8202778 21.0383446, 105.8201961 21.0382378, 105.8201541 21.0380918, 105.8201914 21.0380721, 105.8201961 21.0379457)",alley,
2634652605,2634652607,0,258037471,False,,service,False,31.145,,"LINESTRING (105.8199926 21.0388517, 105.8202895 21.0388109)",alley,
2634652605,2634652610,0,"[37927206, 195247831]",False,Ngõ 189 Hoàng Hoa Thám,residential,"[False, True]",23.659,,"LINESTRING (105.8199926 21.0388517, 105.8200118 21.0390252, 105.8200043 21.0390629)",,
2634652605,2634652593,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,True,51.712999999999994,,"LINESTRING (105.8199926 21.0388517, 105.8199743 21.0386866, 105.8198594 21.0384074)",,
2634652607,2634652608,0,258037471,False,,service,False,16.612,,"LINESTRING (105.8202895 21.0388109, 105.8202685 21.0386628)",alley,
2634652607,2634652605,0,258037471,False,,service,True,31.145,,"LINESTRING (105.8202895 21.0388109, 105.8199926 21.0388517)",alley,
2634652607,2634652609,0,258037472,False,,service,False,16.067,,"LINESTRING (105.8202895 21.0388109, 105.8203035 21.0389548)",alley,
2634652608,2634652607,0,258037471,False,,service,True,16.612,,"LINESTRING (105.8202685 21.0386628, 105.8202895 21.0388109)",alley,
2634652609,2634652607,0,258037472,False,,service,True,16.067,,"LINESTRING (105.8203035 21.0389548, 105.8202895 21.0388109)",alley,
2634652610,2634652659,0,195247831,False,Ngõ 189 Hoàng Hoa Thám,residential,True,6.548,,"LINESTRING (105.8200043 21.0390629, 105.8199947 21.0391211)",,
2634652610,2634652611,0,258037473,False,,service,False,27.907,,"LINESTRING (105.8200043 21.0390629, 105.8202732 21.0390616)",alley,
2634652610,2634652605,0,"[37927206, 195247831]",False,Ngõ 189 Hoàng Hoa Thám,residential,"[False, True]",23.659,,"LINESTRING (105.8200043 21.0390629, 105.8200118 21.0390252, 105.8199926 21.0388517)",,
2634652611,2634652610,0,258037473,False,,service,True,27.907,,"LINESTRING (105.8202732 21.0390616, 105.8200043 21.0390629)",alley,
2634652618,2634652622,0,258037474,False,,service,True,35.57,,"LINESTRING (105.8204693 21.0389548, 105.8203946 21.0389809, 105.8203736 21.0390158, 105.8203642 21.0391531, 105.820356 21.0392205)",alley,
2634652618,2634652626,0,258037476,False,,service,False,86.769,,"LINESTRING (105.8204693 21.0389548, 105.820414 21.0385003, 105.8203989 21.0381777)",alley,
2634652618,2634652629,0,1203410954,False,,service,False,24.343,,"LINESTRING (105.8204693 21.0389548, 105.8206211 21.0389635, 105.8207028 21.038953)",alley,
2634652622,2634652623,0,258037475,False,,service,False,21.218,,"LINESTRING (105.820356 21.0392205, 105.8205604 21.0392163)",alley,
2634652622,2634652618,0,258037474,False,,service,False,35.57,,"LINESTRING (105.820356 21.0392205, 105.8203642 21.0391531, 105.8203736 21.0390158, 105.8203946 21.0389809, 105.8204693 21.0389548)",alley,
2634652622,2057208821,0,258037474,False,,service,True,53.459,,"LINESTRING (105.820356 21.0392205, 105.8203409 21.0393449, 105.8202522 21.0393427, 105.8199603 21.0393296)",alley,
2634652623,2634652622,0,258037475,False,,service,True,21.218,,"LINESTRING (105.8205604 21.0392163, 105.820356 21.0392205)",alley,
2634652625,2634652626,0,258037476,False,,service,True,8.481,,"LINESTRING (105.8203953 21.0381015, 105.8203989 21.0381777)",alley,
2634652626,2634652625,0,258037476,False,,service,False,8.481,,"LINESTRING (105.8203989 21.0381777, 105.8203953 21.0381015)",alley,
2634652626,2634652628,0,258037477,False,,service,False,12.487,,"LINESTRING (105.8203989 21.0381777, 105.8202786 21.0381799)",alley,
2634652626,2634652618,0,258037476,False,,service,True,86.769,,"LINESTRING (105.8203989 21.0381777, 105.820414 21.0385003, 105.8204693 21.0389548)",alley,
2634652628,2634652626,0,258037477,False,,service,True,12.487,,"LINESTRING (105.8202786 21.0381799, 105.8203989 21.0381777)",alley,
2634652629,2634652641,0,258037478,False,,service,False,32.827,,"LINESTRING (105.8207028 21.038953, 105.8207573 21.038995, 105.8207666 21.039056, 105.8207853 21.0391628, 105.8208425 21.0391889)",alley,
2634652629,2634652618,0,1203410954,False,,service,True,24.343,,"LINESTRING (105.8207028 21.038953, 105.8206211 21.0389635, 105.8204693 21.0389548)",alley,
2634652636,2634652638,0,258037478,False,,service,False,14.718,,"LINESTRING (105.8210608 21.0392304, 105.8211239 21.0392173, 105.8211285 21.0391454)",alley,
2634652636,2634652641,0,258037478,False,,service,True,23.323,,"LINESTRING (105.8210608 21.0392304, 105.8209371 21.0392151, 105.8208857 21.0392086, 105.8208425 21.0391889)",alley,
2634652636,2634652653,0,258037480,False,,service,False,42.969,,"LINESTRING (105.8210608 21.0392304, 105.8211122 21.0392565, 105.8211028 21.0393176, 105.8210865 21.0393459, 105.8210421 21.0393764, 105.8210608 21.0394374, 105.8211262 21.039457, 105.8211285 21.0395159)",alley,
2634652638,2634652657,0,258037478,False,,service,False,17.08,,"LINESTRING (105.8211285 21.0391454, 105.8210912 21.0390691, 105.8210733 21.0390014)",alley,
2634652638,2634652636,0,258037478,False,,service,True,14.718,,"LINESTRING (105.8211285 21.0391454, 105.8211239 21.0392173, 105.8210608 21.0392304)",alley,
2634652638,2634652656,0,258037481,False,,service,False,28.37,,"LINESTRING (105.8211285 21.0391454, 105.8212266 21.039128, 105.8212126 21.0392435, 105.8212126 21.0392892)",alley,
2634652641,2634652636,0,258037478,False,,service,False,23.323,,"LINESTRING (105.8208425 21.0391889, 105.8208857 21.0392086, 105.8209371 21.0392151, 105.8210608 21.0392304)",alley,
2634652641,2634652629,0,258037478,False,,service,True,32.827,,"LINESTRING (105.8208425 21.0391889, 105.8207853 21.0391628, 105.8207666 21.039056, 105.8207573 21.038995, 105.8207028 21.038953)",alley,
2634652641,2634652645,0,258037479,False,,service,False,30.271,,"LINESTRING (105.8208425 21.0391889, 105.8208647 21.0392674, 105.8208367 21.0393655, 105.8207409 21.0393699)",alley,
2634652645,2634652641,0,258037479,False,,service,True,30.271,,"LINESTRING (105.8207409 21.0393699, 105.8208367 21.0393655, 105.8208647 21.0392674, 105.8208425 21.0391889)",alley,
2634652653,2634652636,0,258037480,False,,service,True,42.969,,"LINESTRING (105.8211285 21.0395159, 105.8211262 21.039457, 105.8210608 21.0394374, 105.8210421 21.0393764, 105.8210865 21.0393459, 105.8211028 21.0393176, 105.8211122 21.0392565, 105.8210608 21.0392304)",alley,
2634652656,2634652638,0,258037481,False,,service,True,28.37,,"LINESTRING (105.8212126 21.0392892, 105.8212126 21.0392435, 105.8212266 21.039128, 105.8211285 21.0391454)",alley,
2634652657,5698778333,0,258037478,False,,service,False,9.511,,"LINESTRING (105.8210733 21.0390014, 105.8210566 21.0389173)",alley,
2634652657,2634652658,0,258037482,False,,service,False,15.692,,"LINESTRING (105.8210733 21.0390014, 105.820923 21.0390168)",alley,
2634652657,2634652638,0,258037478,False,,service,True,17.08,,"LINESTRING (105.8210733 21.0390014, 105.8210912 21.0390691, 105.8211285 21.0391454)",alley,
2634652658,2634652657,0,258037482,False,,service,True,15.692,,"LINESTRING (105.820923 21.0390168, 105.8210733 21.0390014)",alley,
2634652659,2634652610,0,195247831,False,Ngõ 189 Hoàng Hoa Thám,residential,False,6.548,,"LINESTRING (105.8199947 21.0391211, 105.8200043 21.0390629)",,
2634652659,2057208821,0,195247831,False,Ngõ 189 Hoàng Hoa Thám,residential,True,23.457,,"LINESTRING (105.8199947 21.0391211, 105.8199603 21.0393296)",,
2634652659,2634652662,0,258037483,False,,service,False,45.778999999999996,,"LINESTRING (105.8199947 21.0391211, 105.8197299 21.0390669, 105.8195664 21.0390234)",alley,
2634652662,2634652663,0,258037483,False,,service,False,33.079,,"LINESTRING (105.8195664 21.0390234, 105.8192652 21.0389261)",alley,
2634652662,2634652659,0,258037483,False,,service,True,45.778999999999996,,"LINESTRING (105.8195664 21.0390234, 105.8197299 21.0390669, 105.8199947 21.0391211)",alley,
2634652662,2634652666,0,258037484,False,,service,False,36.224,,"LINESTRING (105.8195664 21.0390234, 105.8195968 21.038934, 105.8195944 21.038788, 105.8195477 21.0387139)",alley,
2634652663,2634652662,0,258037483,False,,service,True,33.079,,"LINESTRING (105.8192652 21.0389261, 105.8195664 21.0390234)",alley,
2634652666,2634652662,0,258037484,False,,service,True,36.224000000000004,,"LINESTRING (105.8195477 21.0387139, 105.8195944 21.038788, 105.8195968 21.038934, 105.8195664 21.0390234)",alley,
2634658864,445252433,0,195247830,False,Ngõ 189 Hoàng Hoa Thám,residential,False,24.651,,"LINESTRING (105.8199249 21.0398314, 105.8199971 21.0400426)",,
2634658864,445252467,0,195247830,False,Ngõ 189 Hoàng Hoa Thám,residential,True,25.386,,"LINESTRING (105.8199249 21.0398314, 105.8198282 21.0396217)",,
2634658864,2634658868,0,258038083,False,,service,False,77.133,,"LINESTRING (105.8199249 21.0398314, 105.820177 21.0398623, 105.8203742 21.0398738, 105.8203988 21.0397099, 105.8204019 21.0396035)",alley,
2634658868,2634658864,0,258038083,False,,service,True,77.133,,"LINESTRING (105.8204019 21.0396035, 105.8203988 21.0397099, 105.8203742 21.0398738, 105.820177 21.0398623, 105.8199249 21.0398314)",alley,
2634658872,2634658885,0,258038084,False,,service,False,25.564999999999998,,"LINESTRING (105.8205745 21.0399313, 105.8207809 21.0399514, 105.8208186 21.03996)",alley,
2634658872,445252433,0,258038084,False,,service,True,62.639,,"LINESTRING (105.8205745 21.0399313, 105.8204851 21.0399917, 105.8203927 21.0400147, 105.8201462 21.0400204, 105.8199971 21.0400426)",alley,
2634658872,2634658881,0,258038085,False,,service,False,47.805,,"LINESTRING (105.8205745 21.0399313, 105.8205899 21.0398479, 105.820596 21.0396984, 105.820596 21.0396351, 105.8207378 21.0396322)",alley,
2634658877,2634658882,0,258038084,False,,service,True,42.965,,"LINESTRING (105.8210982 21.0402045, 105.821012 21.0401038, 105.8210133 21.0400617, 105.821015 21.0400089, 105.8209319 21.0399859, 105.8208469 21.0399665)",alley,
2634658881,2634658872,0,258038085,False,,service,True,47.80499999999999,,"LINESTRING (105.8207378 21.0396322, 105.820596 21.0396351, 105.820596 21.0396984, 105.8205899 21.0398479, 105.8205745 21.0399313)",alley,
2634658882,2634658885,0,258038084,False,,service,True,3.025,,"LINESTRING (105.8208469 21.0399665, 105.8208186 21.03996)",alley,
2634658882,2634658877,0,258038084,False,,service,False,42.965,,"LINESTRING (105.8208469 21.0399665, 105.8209319 21.0399859, 105.821015 21.0400089, 105.8210133 21.0400617, 105.821012 21.0401038, 105.8210982 21.0402045)",alley,
2634658882,2634658884,0,258038086,False,,service,False,24.380000000000003,,"LINESTRING (105.8208469 21.0399665, 105.8208456 21.0398939, 105.8208148 21.0397501)",alley,
2634658884,2634658882,0,258038086,False,,service,True,24.380000000000003,,"LINESTRING (105.8208148 21.0397501, 105.8208456 21.0398939, 105.8208469 21.0399665)",alley,
