u,v,key,osmid,oneway,name,highway,reversed,length,lanes,geometry,service,access
98042452,10302026134,0,11838506,False,Ngõ 19 Liễu Giai,residential,False,8.776,,"LINESTRING (105.8143797 21.0347047, 105.8144618 21.0346858)",,
98042452,2062618626,0,252400871,True,Phố Liễu Giai,primary,False,43.705,2,"LINESTRING (105.8143797 21.0347047, 105.8144966 21.0350823)",,
106094000,10302026142,0,37567094,True,Đường Văn Cao,primary,False,17.29,2,"LINESTRING (105.8151156 21.0370748, 105.8151558 21.0372257)",,
106094000,106094001,0,196077638,False,Phố Đội Cấn,secondary,True,25.955,2,"LINESTRING (105.8151156 21.0370748, 105.8149064 21.0372027)",,
106094000,10302026140,0,703141278,False,Phố Đội Cấn,secondary,False,11.99,2,"LINESTRING (105.8151156 21.0370748, 105.815214 21.0370183)",,
106094001,106094000,0,196077638,False,Phố Đội Cấn,secondary,False,25.955,2,"LINESTRING (105.8149064 21.0372027, 105.8151156 21.0370748)",,
106094001,10302026133,0,228474145,False,Phố Đội Cấn,secondary,True,14.134,2,"LINESTRING (105.8149064 21.0372027, 105.8147906 21.0372696)",,
106095678,8299505983,0,11838073,False,Phố Đốc Ngữ,residential,False,15.432,,"LINESTRING (105.8133858 21.0379433, 105.8132777 21.0380386)",,
106095678,5709910413,0,228474145,False,Phố Đội Cấn,secondary,False,48.522000000000006,2,"LINESTRING (105.8133858 21.0379433, 105.8136517 21.0378716, 105.8138189 21.0377859)",,
106098690,2062617518,0,194422287,False,Phố Vạn Bảo,tertiary,False,22.097,1,"LINESTRING (105.8170105 21.0335594, 105.8170689 21.0337505)",,
106098690,2062617518,1,"[702926081, 684288620, 195844847]",False,"['Ngõ 40 Vạn Bảo', 'Ngõ 36 Vạn Bảo']",residential,False,200.14299999999997,,"LINESTRING (105.8170105 21.0335594, 105.8161894 21.0337408, 105.8162471 21.0339531, 105.8170689 21.0337505)",,
106098690,6603139954,0,194422287,False,Phố Vạn Bảo,tertiary,True,18.325,1,"LINESTRING (105.8170105 21.0335594, 105.8169805 21.033397)",,
106098695,6603270370,0,194422287,False,Phố Vạn Bảo,tertiary,False,18.087,1,"LINESTRING (105.8172348 21.034173, 105.8173052 21.0343218)",,
106098695,106099279,0,194422287,False,Phố Vạn Bảo,tertiary,True,18.215,1,"LINESTRING (105.8172348 21.034173, 105.8171678 21.0340216)",,
106098695,6410707201,0,684288622,False,Ngõ 49 Vạn Bảo,residential,False,31.179,,"LINESTRING (105.8172348 21.034173, 105.8175127 21.0340665)",,
106098697,6603125168,0,194422287,False,Phố Vạn Bảo,tertiary,False,34.947,1,"LINESTRING (105.8175344 21.0348241, 105.8176534 21.0351181)",,
106098697,5716625618,0,601484966,False,Ngõ 21 Vạn Bảo,residential,False,27.363,,"LINESTRING (105.8175344 21.0348241, 105.8177838 21.0347443)",,
106098697,6603125170,0,194422287,False,Phố Vạn Bảo,tertiary,True,27.977,1,"LINESTRING (105.8175344 21.0348241, 105.8174835 21.034703, 105.8174325 21.0345912)",,
106098698,6603125168,0,194422287,False,Phố Vạn Bảo,tertiary,True,54.853,1,"LINESTRING (105.8178868 21.0355607, 105.8176534 21.0351181)",,
106098698,6642019901,0,703141277,False,Phố Đội Cấn,secondary,False,29.257,2,"LINESTRING (105.8178868 21.0355607, 105.8181605 21.0354977)",,
106098698,6641988472,0,703141278,False,Phố Đội Cấn,secondary,True,16.987,2,"LINESTRING (105.8178868 21.0355607, 105.817736 21.0356201)",,
106099274,2062618427,0,11838506,False,Ngõ 19 Liễu Giai,residential,False,33.053,,"LINESTRING (105.8147965 21.0346086, 105.8151068 21.0345417)",,
106099274,10302026134,0,11838506,False,Ngõ 19 Liễu Giai,residential,True,35.782,,"LINESTRING (105.8147965 21.0346086, 105.8144618 21.0346858)",,
106099274,2062618841,0,"[702926084, 195844868]",False,Ngách 19/2 Liễu Giai,residential,True,78.054,,"LINESTRING (105.8147965 21.0346086, 105.81472 21.034299, 105.8151192 21.0342052)",alley,
106099276,106099277,0,11838506,False,Ngõ 19 Liễu Giai,residential,False,16.937,,"LINESTRING (105.8160597 21.0343185, 105.8162177 21.0342804)",,
106099276,2062620786,0,11838506,False,Ngõ 19 Liễu Giai,residential,True,40.327,,"LINESTRING (105.8160597 21.0343185, 105.8156845 21.0344128)",,
106099276,2062618669,0,140349736,False,Ngõ 3 Vạn Phúc,residential,False,20.928,,"LINESTRING (105.8160597 21.0343185, 105.8160144 21.0341351)",,
106099277,106099276,0,11838506,False,Ngõ 19 Liễu Giai,residential,True,16.937,,"LINESTRING (105.8162177 21.0342804, 105.8160597 21.0343185)",,
106099277,2062618180,0,601484967,False,,residential,False,32.218,,"LINESTRING (105.8162177 21.0342804, 105.8162921 21.0345617)",,
106099277,2062618309,0,702926083,False,Ngõ 34 Vạn Bảo,residential,False,51.253,,"LINESTRING (105.8162177 21.0342804, 105.8166905 21.0341473)",,
106099279,106098695,0,194422287,False,Phố Vạn Bảo,tertiary,False,18.215,1,"LINESTRING (105.8171678 21.0340216, 105.8172348 21.034173)",,
106099279,2062617518,0,194422287,False,Phố Vạn Bảo,tertiary,True,31.845,1,"LINESTRING (105.8171678 21.0340216, 105.8170689 21.0337505)",,
106099279,2062618309,0,702926083,False,Ngõ 34 Vạn Bảo,residential,True,51.471,,"LINESTRING (105.8171678 21.0340216, 105.8166905 21.0341473)",,
309818608,6641988472,0,703141278,False,Phố Đội Cấn,secondary,False,11.548,2,"LINESTRING (105.8176432 21.0356774, 105.817736 21.0356201)",,
309818608,6642019903,0,703141278,False,Phố Đội Cấn,secondary,True,4.169,2,"LINESTRING (105.8176432 21.0356774, 105.8176082 21.0356958)",,
309818608,5716626137,0,601484973,False,Ngõ 329 Đội Cấn,residential,False,30.079,,"LINESTRING (105.8176432 21.0356774, 105.8177027 21.0357833, 105.8177152 21.0358409, 105.8177563 21.0359247)",,
309818611,2631904636,0,693491243,False,Phố Đội Cấn,secondary,False,13.054,2,"LINESTRING (105.8187117 21.0354266, 105.8188356 21.0354064)",,
309818611,6642019897,0,703141277,False,Phố Đội Cấn,secondary,True,7.939,2,"LINESTRING (105.8187117 21.0354266, 105.8186356 21.0354338)",,
309818611,2428074182,0,195844850,False,,service,True,73.086,,"LINESTRING (105.8187117 21.0354266, 105.8187301 21.0348862, 105.8187428 21.0347702)",alley,
309818648,6606523881,0,207704307,True,Đường Văn Cao,primary,False,10.921,2,"LINESTRING (105.8163784 21.0419711, 105.8163479 21.0418771)",,
309818668,5704430363,0,11838073,False,Phố Đốc Ngữ,residential,False,75.31700000000001,,"LINESTRING (105.8130603 21.0408499, 105.8131563 21.0410529, 105.8136201 21.0411945)",,
309818668,5709910379,0,11838073,False,Phố Đốc Ngữ,residential,True,107.294,,"LINESTRING (105.8130603 21.0408499, 105.8129584 21.0401768, 105.8129211 21.0398938)",,
310725727,5721492752,0,1164420169,False,Đường Hoàng Hoa Thám,secondary,True,34.063,2,"LINESTRING (105.8155452 21.0426222, 105.8152274 21.0426988)",,
310725727,428403800,0,36850858,True,,primary_link,False,102.715,1,"LINESTRING (105.8155452 21.0426222, 105.8156133 21.0425625, 105.8158244 21.0424716, 105.8159667 21.0424158, 105.8160605 21.0423667, 105.8161312 21.0423112, 105.8161782 21.0422456, 105.8162307 21.042154, 105.8162967 21.0420676)",,
317129397,2057249070,0,11838073,False,Phố Đốc Ngữ,residential,False,57.278,,"LINESTRING (105.8140445 21.0415078, 105.8143186 21.0419549)",,
317129397,5704430385,0,157255613,False,Phố Quần Ngựa,residential,False,47.398,,"LINESTRING (105.8140445 21.0415078, 105.8144676 21.0413473)",,
317129397,5704430363,0,11838073,False,Phố Đốc Ngữ,residential,True,56.236999999999995,,"LINESTRING (105.8140445 21.0415078, 105.8136318 21.0411981, 105.8136201 21.0411945)",,
317129402,6408724111,0,175975104,False,Đường Hoàng Hoa Thám,secondary,False,16.103,2,"LINESTRING (105.8146368 21.0429637, 105.8147731 21.0428945)",,
317129402,2057249070,0,11838073,False,Phố Đốc Ngữ,residential,True,120.168,,"LINESTRING (105.8146368 21.0429637, 105.8143962 21.042616, 105.8143667 21.04216, 105.8143186 21.0419549)",,
428403800,309818648,0,36850858,True,,primary_link,False,13.676,1,"LINESTRING (105.8162967 21.0420676, 105.8163784 21.0419711)",,
428403800,10302026196,0,"[1164586097, 1126640641]",False,,footway,True,18.883,,"LINESTRING (105.8162967 21.0420676, 105.8162562 21.0419318, 105.8162479 21.041904)",,
428403807,10302026183,0,397017618,True,,primary_link,False,17.536,2,"LINESTRING (105.8165567 21.0419139, 105.8166959 21.0420033)",,
428403810,3382281577,0,331167311,False,,residential,False,29.164,,"LINESTRING (105.8167666 21.0420464, 105.8168014 21.0419743, 105.8168199 21.0419053, 105.81686 21.0418363, 105.8168785 21.0418075)",,
428403810,3382281572,0,397017618,True,,primary_link,False,18.204,2,"LINESTRING (105.8167666 21.0420464, 105.8168233 21.0420764, 105.8168713 21.0420991, 105.8169269 21.0421081)",,
445252274,2631904644,0,257715218,False,Ngõ 285 Đội Cấn,service,False,28.586,,"LINESTRING (105.8191084 21.0372335, 105.8189846 21.0371288, 105.8189106 21.0370549)",alley,
445252274,2922914428,0,288729520,False,,service,False,60.872,,"LINESTRING (105.8191084 21.0372335, 105.8191713 21.0373218, 105.8192367 21.0375768, 105.819176 21.0377468)",alley,
445252274,445252557,0,"[257715217, 685971783]",False,Ngõ 189 Hoàng Hoa Thám,service,True,64.14500000000001,,"LINESTRING (105.8191084 21.0372335, 105.8194586 21.0369765, 105.8195201 21.0370622, 105.8195661 21.0371011)",alley,
445252275,2634652593,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,False,24.001,,"LINESTRING (105.8197765 21.0382059, 105.8198594 21.0384074)",,
445252275,2634652577,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,True,21.963,,"LINESTRING (105.8197765 21.0382059, 105.8197362 21.038012)",,
445252275,2634652576,0,258037467,False,,service,False,70.02,,"LINESTRING (105.8197765 21.0382059, 105.8195937 21.0382269, 105.8195143 21.0382726, 105.8194793 21.0383228, 105.8193719 21.0384034, 105.8192551 21.0385494)",alley,
445252360,2631906068,0,601484970,False,Ngõ 343 Đội Cấn,residential,False,75.669,,"LINESTRING (105.8169117 21.0360644, 105.8171102 21.0367192)",,
445252360,11041631529,0,703141278,False,Phố Đội Cấn,secondary,False,15.18,2,"LINESTRING (105.8169117 21.0360644, 105.8170389 21.035997)",,
445252360,2428074527,0,703141278,False,Phố Đội Cấn,secondary,True,29.688,2,"LINESTRING (105.8169117 21.0360644, 105.8166678 21.0362039)",,
445252360,2062617983,0,702929436,False,Ngõ 260 Đội Cấn,residential,True,70.725,,"LINESTRING (105.8169117 21.0360644, 105.8168337 21.0357908, 105.8166768 21.0354697)",,
445252433,2634658893,0,195247830,False,Ngõ 189 Hoàng Hoa Thám,residential,False,15.539,,"LINESTRING (105.8199971 21.0400426, 105.820006 21.0401821)",,
445252433,2634658864,0,195247830,False,Ngõ 189 Hoàng Hoa Thám,residential,True,24.651,,"LINESTRING (105.8199971 21.0400426, 105.8199249 21.0398314)",,
445252433,2634658872,0,258038084,False,,service,False,62.639,,"LINESTRING (105.8199971 21.0400426, 105.8201462 21.0400204, 105.8203927 21.0400147, 105.8204851 21.0399917, 105.8205745 21.0399313)",alley,
445252449,3382291970,0,37972511,False,Ngõ 127 Văn Cao,service,True,28.817,,"LINESTRING (105.816398 21.037693, 105.8161262 21.037746)",,
445252449,3382291973,0,207312901,False,Ngõ 127 Văn Cao,service,False,6.964,,"LINESTRING (105.816398 21.037693, 105.8164635 21.0376794)",,
445252449,3382291972,0,331167334,False,,residential,False,34.997,,"LINESTRING (105.816398 21.037693, 105.8164648 21.0380015)",alley,
445252455,2062618065,0,195844855,False,,residential,False,53.724,,"LINESTRING (105.8165541 21.0351805, 105.8160446 21.0352659)",,
445252455,2062617983,0,702929436,False,Ngõ 260 Đội Cấn,residential,False,34.587,,"LINESTRING (105.8165541 21.0351805, 105.8166768 21.0354697)",,
445252455,9593878370,0,"[195844856, 1042173495]",False,,residential,False,79.762,,"LINESTRING (105.8165541 21.0351805, 105.8170705 21.0349317, 105.8172292 21.0348387)",,
445252455,5716626121,0,"[195877080, 702929436]",False,Ngõ 260 Đội Cấn,residential,"[False, True]",42.736000000000004,,"LINESTRING (105.8165541 21.0351805, 105.8164688 21.0348839, 105.8163892 21.034905)",,
445252467,2634658864,0,195247830,False,Ngõ 189 Hoàng Hoa Thám,residential,False,25.386,,"LINESTRING (105.8198282 21.0396217, 105.8199249 21.0398314)",,
445252467,2057208821,0,195247831,False,Ngõ 189 Hoàng Hoa Thám,residential,False,35.537,,"LINESTRING (105.8198282 21.0396217, 105.8199391 21.0394238, 105.8199603 21.0393296)",,
445252467,9594057514,0,597589919,False,,service,False,50.016000000000005,,"LINESTRING (105.8198282 21.0396217, 105.8194247 21.0396085, 105.8193466 21.0396119)",,
445252496,446009104,0,37927137,False,,primary_link,False,22.14,2,"LINESTRING (105.8153594 21.0386608, 105.8155648 21.038607)",,
445252496,6557785122,0,98837093,True,Đường Văn Cao,primary,False,36.292,2,"LINESTRING (105.8153594 21.0386608, 105.8152592 21.0383481)",,
445252512,3382291948,0,331167325,False,,service,True,49.022,,"LINESTRING (105.8167556 21.0391032, 105.8168905 21.0395257)",alley,
445252512,8938435122,0,331167330,False,Ngách 24 Ngõ 97 Phố Cao Văn,service,False,36.017,,"LINESTRING (105.8167556 21.0391032, 105.8166936 21.0387845)",alley,
445252512,8299505951,0,966146649,False,Ngõ 97 Văn Cao,residential,False,35.134,,"LINESTRING (105.8167556 21.0391032, 105.8170899 21.0390534)",,
445252512,3382291950,0,966146649,False,Ngõ 97 Văn Cao,residential,True,54.33,,"LINESTRING (105.8167556 21.0391032, 105.8162445 21.0392089)",,
445252524,3382291942,0,331167322,False,,service,True,13.39,,"LINESTRING (105.8166425 21.0384883, 105.8165148 21.0385055)",alley,
445252524,3382291945,0,331167322,False,,service,False,101.531,,"LINESTRING (105.8166425 21.0384883, 105.8170202 21.0384034, 105.8169609 21.0381752, 105.8166275 21.0382283)",alley,
445252524,8938435122,0,331167330,False,Ngách 24 Ngõ 97 Phố Cao Văn,service,True,33.363,,"LINESTRING (105.8166425 21.0384883, 105.8166881 21.0387596, 105.8166936 21.0387845)",alley,
445252557,2634652555,0,37927206,False,Ngõ 189 Hoàng Hoa Thám,residential,False,48.715999999999994,,"LINESTRING (105.8195661 21.0371011, 105.8196588 21.0372806, 105.8197214 21.0374556, 105.8197519 21.0375019)",,
445252557,2631904602,0,257715215,False,Ngách 155 Ngõ 189 Đường Hoàng Hoa Thám,service,True,75.091,,"LINESTRING (105.8195661 21.0371011, 105.8196534 21.037013, 105.8199075 21.0369276, 105.8199318 21.0369428, 105.8199799 21.0369384, 105.8201067 21.0369011, 105.8202188 21.03688)",alley,
445252557,445252274,0,"[257715217, 685971783]",False,Ngõ 189 Hoàng Hoa Thám,service,False,64.14500000000001,,"LINESTRING (105.8195661 21.0371011, 105.8195201 21.0370622, 105.8194586 21.0369765, 105.8191084 21.0372335)",alley,
445252570,2657123342,0,195247830,False,Ngõ 189 Hoàng Hoa Thám,residential,True,18.226,,"LINESTRING (105.8202304 21.041195, 105.8201789 21.0410383)",,
445252570,2634658933,0,195247830,False,Ngõ 189 Hoàng Hoa Thám,residential,False,31.117,,"LINESTRING (105.8202304 21.041195, 105.8202666 21.0412809, 105.8203669 21.0414434)",,
445252570,2634658948,0,"[258038096, 258038103]",False,,service,False,99.62,,"LINESTRING (105.8202304 21.041195, 105.8205312 21.0411372, 105.8205032 21.0409454, 105.8208301 21.040928, 105.8208229 21.0410379)",alley,
445253739,5709910399,0,11838073,False,Phố Đốc Ngữ,residential,False,26.09,,"LINESTRING (105.8127707 21.0387173, 105.8127984 21.0389505)",,
445253739,5716479699,0,11838073,False,Phố Đốc Ngữ,residential,True,89.803,,"LINESTRING (105.8127707 21.0387173, 105.8127379 21.0384243, 105.812854 21.0382867, 105.8131699 21.0381217)",,
446009103,6408629575,0,37567094,True,Đường Văn Cao,primary,False,89.578,2,"LINESTRING (105.8152786 21.0376602, 105.8155069 21.0384371)",,
446009103,10302026168,0,37972511,False,Ngõ 127 Văn Cao,service,False,10.807,,"LINESTRING (105.8152786 21.0376602, 105.8153799 21.0376827)",,
446009104,10302026195,0,37567094,True,Đường Văn Cao,primary,False,20.868,2,"LINESTRING (105.8155648 21.038607, 105.8156187 21.0387878)",,
446009104,445252496,0,37927137,False,,primary_link,True,22.14,2,"LINESTRING (105.8155648 21.038607, 105.8153594 21.0386608)",,
1694663002,3382291934,0,37567094,True,Đường Văn Cao,primary,False,15.489,2,"LINESTRING (105.8163054 21.0410612, 105.8163454 21.0411954)",,
1694663002,1694663004,0,157255613,False,Phố Quần Ngựa,residential,True,21.322,,"LINESTRING (105.8163054 21.0410612, 105.8161075 21.0411127)",,
1694663004,10302026190,0,98837093,True,Đường Văn Cao,primary,False,28.281,2,"LINESTRING (105.8161075 21.0411127, 105.8160351 21.0408675)",,
1694663004,1694663002,0,157255613,False,Phố Quần Ngựa,residential,False,21.322,,"LINESTRING (105.8161075 21.0411127, 105.8163054 21.0410612)",,
1694663004,10302026179,0,157255613,False,Phố Quần Ngựa,residential,True,9.355,,"LINESTRING (105.8161075 21.0411127, 105.816018 21.0411227)",,
1745116722,5716548962,0,252400871,True,Phố Liễu Giai,primary,False,47.567,2,"LINESTRING (105.8146742 21.0356752, 105.8147948 21.0360879)",,
2057208821,2634652659,0,195247831,False,Ngõ 189 Hoàng Hoa Thám,residential,False,23.457,,"LINESTRING (105.8199603 21.0393296, 105.8199947 21.0391211)",,
2057208821,445252467,0,195247831,False,Ngõ 189 Hoàng Hoa Thám,residential,True,35.537,,"LINESTRING (105.8199603 21.0393296, 105.8199391 21.0394238, 105.8198282 21.0396217)",,
2057208821,2634652622,0,258037474,False,,service,False,53.458999999999996,,"LINESTRING (105.8199603 21.0393296, 105.8202522 21.0393427, 105.8203409 21.0393449, 105.820356 21.0392205)",alley,
2057249063,2057249067,0,195249365,False,Ngõ 33,residential,False,14.294,,"LINESTRING (105.814571 21.0421259, 105.8147029 21.0421629)",,
2057249063,2057249075,0,195249364,False,,residential,True,63.512,,"LINESTRING (105.814571 21.0421259, 105.8145565 21.0423647, 105.814696 21.0426701)",alley,
2057249063,2057249070,0,195249365,False,Ngõ 33,residential,True,32.656,,"LINESTRING (105.814571 21.0421259, 105.8145297 21.0421143, 105.8143186 21.0419549)",,
2057249067,2057249063,0,195249365,False,Ngõ 33,residential,True,14.294,,"LINESTRING (105.8147029 21.0421629, 105.814571 21.0421259)",,
2057249067,2057249068,0,195249366,False,,residential,True,48.585,,"LINESTRING (105.8147029 21.0421629, 105.8149165 21.0425517)",alley,
2057249067,2057249072,0,195249365,False,Ngõ 33,residential,False,43.254,,"LINESTRING (105.8147029 21.0421629, 105.8148515 21.0422045, 105.8151112 21.0422342)",,
2057249068,2057249067,0,195249366,False,,residential,False,48.585,,"LINESTRING (105.8149165 21.0425517, 105.8147029 21.0421629)",alley,
2057249070,317129397,0,11838073,False,Phố Đốc Ngữ,residential,True,57.278,,"LINESTRING (105.8143186 21.0419549, 105.8140445 21.0415078)",,
2057249070,317129402,0,11838073,False,Phố Đốc Ngữ,residential,False,120.168,,"LINESTRING (105.8143186 21.0419549, 105.8143667 21.04216, 105.8143962 21.042616, 105.8146368 21.0429637)",,
2057249070,2057249063,0,195249365,False,Ngõ 33,residential,False,32.656,,"LINESTRING (105.8143186 21.0419549, 105.8145297 21.0421143, 105.814571 21.0421259)",,
2057249072,2057249073,0,195249363,False,,residential,True,16.62,,"LINESTRING (105.8151112 21.0422342, 105.8151788 21.0423697)",alley,
2057249072,5721492762,0,195249365,False,Ngõ 33,residential,False,32.769,,"LINESTRING (105.8151112 21.0422342, 105.8152598 21.0422513, 105.8154247 21.0422333)",,
2057249072,2057249067,0,195249365,False,Ngõ 33,residential,True,43.254,,"LINESTRING (105.8151112 21.0422342, 105.8148515 21.0422045, 105.8147029 21.0421629)",,
2057249073,2057249072,0,195249363,False,,residential,False,16.62,,"LINESTRING (105.8151788 21.0423697, 105.8151112 21.0422342)",alley,
2057249075,2057249063,0,195249364,False,,residential,False,63.512,,"LINESTRING (105.814696 21.0426701, 105.8145565 21.0423647, 105.814571 21.0421259)",alley,
2057249076,5721492762,0,195249365,False,Ngõ 33,residential,True,18.024,,"LINESTRING (105.8155972 21.0422145, 105.8154247 21.0422333)",,
2062617518,106099279,0,194422287,False,Phố Vạn Bảo,tertiary,False,31.845,1,"LINESTRING (105.8170689 21.0337505, 105.8171678 21.0340216)",,
2062617518,106098690,0,194422287,False,Phố Vạn Bảo,tertiary,True,22.097,1,"LINESTRING (105.8170689 21.0337505, 105.8170105 21.0335594)",,
2062617518,106098690,1,"[702926081, 684288620, 195844847]",False,"['Ngõ 40 Vạn Bảo', 'Ngõ 36 Vạn Bảo']",residential,True,200.14299999999997,,"LINESTRING (105.8170689 21.0337505, 105.8162471 21.0339531, 105.8161894 21.0337408, 105.8170105 21.0335594)",,
2062617518,2428074075,0,"[195844850, 702926082]",False,Ngõ 65 Vạn Bảo,service,False,199.41099999999997,,"LINESTRING (105.8170689 21.0337505, 105.8172545 21.033713, 105.8174288 21.0336667, 105.8176166 21.0337018, 105.8178178 21.0337293, 105.8180241 21.0338296, 105.8183062 21.0339169, 105.8184454 21.0339596, 105.8184658 21.0339858, 105.818483 21.0340548, 105.8184815 21.0341425, 105.8185033 21.0341898, 105.8185503 21.0342123, 105.8186284 21.0342578, 105.8186787 21.034309)",alley,
2062617943,2062617983,0,195844853,False,Ngách 260/1 Đội Cấn,residential,True,43.997,,"LINESTRING (105.8162613 21.0355482, 105.8166768 21.0354697)",,
2062617983,2062617943,0,195844853,False,Ngách 260/1 Đội Cấn,residential,False,43.997,,"LINESTRING (105.8166768 21.0354697, 105.8162613 21.0355482)",,
2062617983,445252455,0,702929436,False,Ngõ 260 Đội Cấn,residential,True,34.587,,"LINESTRING (105.8166768 21.0354697, 105.8165541 21.0351805)",,
2062617983,6642019903,0,"[195844854, 706823959]",False,Ngách 260/1 Đội Cấn,residential,"[False, True]",136.31300000000002,,"LINESTRING (105.8166768 21.0354697, 105.8171269 21.0352246, 105.8172005 21.0352006, 105.8172353 21.0351937, 105.8172655 21.0351906, 105.8172943 21.0351987, 105.8173456 21.0352723, 105.8175895 21.0356657, 105.8176082 21.0356958)",,
2062617983,445252360,0,702929436,False,Ngõ 260 Đội Cấn,residential,False,70.725,,"LINESTRING (105.8166768 21.0354697, 105.8168337 21.0357908, 105.8169117 21.0360644)",,
2062618065,445252455,0,195844855,False,,residential,True,53.724,,"LINESTRING (105.8160446 21.0352659, 105.8165541 21.0351805)",,
2062618180,5716626121,0,601484967,False,,residential,False,39.481,,"LINESTRING (105.8162921 21.0345617, 105.8163892 21.034905)",,
2062618180,106099277,0,601484967,False,,residential,True,32.218,,"LINESTRING (105.8162921 21.0345617, 105.8162177 21.0342804)",,
2062618180,2062618309,0,195844860,False,,residential,False,87.658,,"LINESTRING (105.8162921 21.0345617, 105.8167746 21.0344656, 105.8166905 21.0341473)",,
2062618180,2062622260,0,"[195844861, 702926086]",False,,residential,"[False, True]",63.358000000000004,,"LINESTRING (105.8162921 21.0345617, 105.8157534 21.0346965, 105.8157417 21.0346485)",,
2062618309,106099279,0,702926083,False,Ngõ 34 Vạn Bảo,residential,False,51.471,,"LINESTRING (105.8166905 21.0341473, 105.8171678 21.0340216)",,
2062618309,106099277,0,702926083,False,Ngõ 34 Vạn Bảo,residential,True,51.253,,"LINESTRING (105.8166905 21.0341473, 105.8162177 21.0342804)",,
2062618309,2062618180,0,195844860,False,,residential,True,87.658,,"LINESTRING (105.8166905 21.0341473, 105.8167746 21.0344656, 105.8162921 21.0345617)",,
2062618385,2062618427,0,704487136,False,Ngách 19/15 Liễu Giai,residential,False,23.873,,"LINESTRING (105.8151566 21.0347513, 105.8151068 21.0345417)",alley,
2062618385,2062618593,0,704487136,False,Ngách 19/15 Liễu Giai,residential,True,19.942,,"LINESTRING (105.8151566 21.0347513, 105.8151907 21.0349278)",alley,
2062618385,2062622260,0,195844864,False,,residential,False,61.794000000000004,,"LINESTRING (105.8151566 21.0347513, 105.8155925 21.0346772, 105.8157417 21.0346485)",,
2062618427,6410707193,0,11838506,False,Ngõ 19 Liễu Giai,residential,False,33.361,,"LINESTRING (105.8151068 21.0345417, 105.8154194 21.0344718)",,
2062618427,106099274,0,11838506,False,Ngõ 19 Liễu Giai,residential,True,33.053,,"LINESTRING (105.8151068 21.0345417, 105.8147965 21.0346086)",,
2062618427,2062618385,0,704487136,False,Ngách 19/15 Liễu Giai,residential,True,23.873,,"LINESTRING (105.8151068 21.0345417, 105.8151566 21.0347513)",alley,
2062618485,10302026136,0,704487135,False,Ngõ 7 Liễu Giai,residential,False,61.909,,"LINESTRING (105.8152256 21.0351422, 105.8146432 21.0352626)",alley,
2062618485,10302026137,0,"[195844866, 195844863]",False,Ngách 19/15 Liễu Giai,residential,"[False, True]",82.572,,"LINESTRING (105.8152256 21.0351422, 105.8152446 21.035197, 105.8152723 21.0353373, 105.8147147 21.0354898)","['parking_aisle', 'alley']",
2062618485,2062618593,0,704487136,False,Ngách 19/15 Liễu Giai,residential,False,24.121000000000002,,"LINESTRING (105.8152256 21.0351422, 105.815205 21.0349987, 105.8151907 21.0349278)",alley,
2062618520,2062618557,0,252400871,True,Phố Liễu Giai,primary,False,26.962,2,"LINESTRING (105.8145561 21.0352806, 105.8146269 21.0355139)",,
2062618520,10302026136,0,704487135,False,Ngõ 7 Liễu Giai,residential,True,9.259,,"LINESTRING (105.8145561 21.0352806, 105.8146432 21.0352626)",alley,
2062618557,10302026137,0,195844866,False,,residential,True,9.498,,"LINESTRING (105.8146269 21.0355139, 105.8147147 21.0354898)",parking_aisle,
2062618557,1745116722,0,252400871,True,Phố Liễu Giai,primary,False,18.595,2,"LINESTRING (105.8146269 21.0355139, 105.8146742 21.0356752)",,
2062618593,10302026135,0,195844867,False,,residential,False,65.095,,"LINESTRING (105.8151907 21.0349278, 105.8145806 21.0350636)",alley,
2062618593,2062618385,0,704487136,False,Ngách 19/15 Liễu Giai,residential,False,19.942,,"LINESTRING (105.8151907 21.0349278, 105.8151566 21.0347513)",alley,
2062618593,2062618485,0,704487136,False,Ngách 19/15 Liễu Giai,residential,True,24.121000000000002,,"LINESTRING (105.8151907 21.0349278, 105.815205 21.0349987, 105.8152256 21.0351422)",alley,
2062618626,10302026135,0,195844867,False,,residential,True,8.962,,"LINESTRING (105.8144966 21.0350823, 105.8145806 21.0350636)",alley,
2062618626,2062618520,0,252400871,True,Phố Liễu Giai,primary,False,22.898,2,"LINESTRING (105.8144966 21.0350823, 105.8145561 21.0352806)",,
2062618669,2062620805,0,140349736,False,Ngõ 3 Vạn Phúc,residential,False,36.647,,"LINESTRING (105.8160144 21.0341351, 105.8159058 21.0338215)",,
2062618669,106099276,0,140349736,False,Ngõ 3 Vạn Phúc,residential,True,20.928,,"LINESTRING (105.8160144 21.0341351, 105.8160597 21.0343185)",,
2062618669,2062618740,0,702926085,False,,residential,False,68.122,,"LINESTRING (105.8160144 21.0341351, 105.815507 21.0342534, 105.8153764 21.0342787)",,
2062618740,6410707193,0,684288617,False,Ngách 19/18 Liễu Giai,residential,False,21.931,,"LINESTRING (105.8153764 21.0342787, 105.8154194 21.0344718)",,
2062618740,2062618841,0,"[684288617, 195844868]",False,Ngách 19/18 Liễu Giai,residential,"[False, True]",37.933,,"LINESTRING (105.8153764 21.0342787, 105.8153346 21.0341515, 105.8151192 21.0342052)",,
