osmid,y,x,street_count,highway,geometry
3382291975,21.0374362,105.8160501,1,,POINT (105.8160501 21.0374362)
3382291976,21.036605,105.8159554,3,,POINT (105.8159554 21.036605)
3382291977,21.0369243,105.8161644,1,,POINT (105.8161644 21.0369243)
4461962358,21.0408348,105.8189276,3,,POINT (105.8189276 21.0408348)
5689527850,21.0396348,105.8188266,3,,POINT (105.8188266 21.0396348)
5697944071,21.0365941,105.8204044,4,,POINT (105.8204044 21.0365941)
5698778333,21.0389173,105.8210566,1,,POINT (105.8210566 21.0389173)
5704430358,21.0404962,105.8159255,3,,POINT (105.8159255 21.0404962)
5704430359,21.0409353,105.8141836,3,,POINT (105.8141836 21.0409353)
5704430360,21.0408652,105.8140844,3,,POINT (105.8140844 21.0408652)
5704430363,21.0411945,105.8136201,3,,POINT (105.8136201 21.0411945)
5704430370,21.0417188,105.8147308,1,,POINT (105.8147308 21.0417188)
5704430385,21.0413473,105.8144676,3,,POINT (105.8144676 21.0413473)
5709910375,21.0412432,105.814248,1,,POINT (105.814248 21.0412432)
5709910376,21.0382266,105.8147684,1,,POINT (105.8147684 21.0382266)
5709910379,21.0398938,105.8129211,3,,POINT (105.8129211 21.0398938)
5709910399,21.0389505,105.8127984,3,,POINT (105.8127984 21.0389505)
5709910401,21.0382254,105.814354,3,,POINT (105.814354 21.0382254)
5709910403,21.0380508,105.8143302,3,,POINT (105.8143302 21.0380508)
5709910404,21.0390214,105.8139061,3,,POINT (105.8139061 21.0390214)
5709910406,21.0380437,105.8139208,3,,POINT (105.8139208 21.0380437)
5709910407,21.0380013,105.8147362,1,,POINT (105.8147362 21.0380013)
5709910413,21.0377859,105.8138189,3,,POINT (105.8138189 21.0377859)
5709910414,21.0406713,105.8151778,3,,POINT (105.8151778 21.0406713)
5716479697,21.0376116,105.814107,3,,POINT (105.814107 21.0376116)
5716479699,21.0381217,105.8131699,3,,POINT (105.8131699 21.0381217)
5716548959,21.0358709,105.8160236,1,,POINT (105.8160236 21.0358709)
5716548962,21.0360879,105.8147948,3,,POINT (105.8147948 21.0360879)
5716625613,21.0363558,105.8173257,3,,POINT (105.8173257 21.0363558)
5716625614,21.0362478,105.8174974,3,,POINT (105.8174974 21.0362478)
5716625618,21.0347443,105.8177838,1,,POINT (105.8177838 21.0347443)
5716626121,21.034905,105.8163892,3,,POINT (105.8163892 21.034905)
5716626122,21.0360406,105.8149866,3,,POINT (105.8149866 21.0360406)
5716626126,21.0362992,105.8161043,3,,POINT (105.8161043 21.0362992)
5716626127,21.0364755,105.8161843,3,,POINT (105.8161843 21.0364755)
5716626128,21.0358878,105.8159832,3,,POINT (105.8159832 21.0358878)
5716626136,21.035916,105.8199155,1,,POINT (105.8199155 21.035916)
5716626137,21.0359247,105.8177563,1,,POINT (105.8177563 21.0359247)
5716626142,21.0367847,105.8166567,1,,POINT (105.8166567 21.0367847)
5716626143,21.0363584,105.8163959,3,,POINT (105.8163959 21.0363584)
5719140502,21.0343372,105.8194339,3,,POINT (105.8194339 21.0343372)
5719140509,21.0341159,105.819426,3,,POINT (105.819426 21.0341159)
5721492752,21.0426988,105.8152274,3,,POINT (105.8152274 21.0426988)
5721492757,21.0412657,105.8156753,3,,POINT (105.8156753 21.0412657)
5721492758,21.0413009,105.815239,3,,POINT (105.815239 21.0413009)
5721492759,21.0419291,105.8159083,1,,POINT (105.8159083 21.0419291)
5721492761,21.0411621,105.8156672,3,,POINT (105.8156672 21.0411621)
5721492762,21.0422333,105.8154247,3,,POINT (105.8154247 21.0422333)
5721492763,21.0412034,105.8152196,3,,POINT (105.8152196 21.0412034)
6408629570,21.0406181,105.8161743,3,,POINT (105.8161743 21.0406181)
6408629572,21.0405442,105.8165231,1,,POINT (105.8165231 21.0405442)
6408629573,21.0398939,105.8159529,3,,POINT (105.8159529 21.0398939)
6408629575,21.0384371,105.8155069,3,,POINT (105.8155069 21.0384371)
6408629576,21.0397846,105.8164453,1,,POINT (105.8164453 21.0397846)
6408671889,21.042811,105.8149375,3,,POINT (105.8149375 21.042811)
6408724110,21.0379537,105.8148706,1,,POINT (105.8148706 21.0379537)
6408724111,21.0428945,105.8147731,3,,POINT (105.8147731 21.0428945)
6408724122,21.0378913,105.8151322,3,,POINT (105.8151322 21.0378913)
6410707193,21.0344718,105.8154194,3,,POINT (105.8154194 21.0344718)
6410707201,21.0340665,105.8175127,3,,POINT (105.8175127 21.0340665)
6557784958,21.0339395,105.814557,1,,POINT (105.814557 21.0339395)
6557785119,21.0384507,105.8149829,1,,POINT (105.8149829 21.0384507)
6557785122,21.0383481,105.8152592,3,,POINT (105.8152592 21.0383481)
6600779758,21.041828,105.8165307,4,,POINT (105.8165307 21.041828)
6600987090,21.0417239,105.8185541,1,,POINT (105.8185541 21.0417239)
6600987091,21.0420773,105.8185586,3,,POINT (105.8185586 21.0420773)
6602972580,21.0339679,105.8143127,3,,POINT (105.8143127 21.0339679)
6602972581,21.0340086,105.8141717,4,crossing,POINT (105.8141717 21.0340086)
6603125167,21.0350358,105.8179914,1,,POINT (105.8179914 21.0350358)
6603125168,21.0351181,105.8176534,3,,POINT (105.8176534 21.0351181)
6603125169,21.0344978,105.8177201,3,,POINT (105.8177201 21.0344978)
6603125170,21.0345912,105.8174325,3,,POINT (105.8174325 21.0345912)
6603139953,21.0333274,105.8173252,1,,POINT (105.8173252 21.0333274)
6603139954,21.033397,105.8169805,3,,POINT (105.8169805 21.033397)
6603230806,21.0358247,105.8173643,3,,POINT (105.8173643 21.0358247)
6603248987,21.0345766,105.8174259,3,,POINT (105.8174259 21.0345766)
6603248988,21.0344813,105.817713,3,,POINT (105.817713 21.0344813)
6603270369,21.0344082,105.8170342,1,,POINT (105.8170342 21.0344082)
6603270370,21.0343218,105.8173052,3,,POINT (105.8173052 21.0343218)
6606523881,21.0418771,105.8163479,4,,POINT (105.8163479 21.0418771)
6610193633,21.0370471,105.8204526,3,,POINT (105.8204526 21.0370471)
6610223165,21.037227,105.8204749,3,,POINT (105.8204749 21.037227)
6610230525,21.0385514,105.8207772,1,,POINT (105.8207772 21.0385514)
6610230526,21.0385599,105.8206403,3,,POINT (105.8206403 21.0385599)
6610782574,21.0368505,105.8204247,3,,POINT (105.8204247 21.0368505)
6641988471,21.0357855,105.8178291,1,,POINT (105.8178291 21.0357855)
6641988472,21.0356201,105.817736,3,,POINT (105.817736 21.0356201)
6641988473,21.0356547,105.8182998,1,,POINT (105.8182998 21.0356547)
6641988475,21.0354878,105.8182268,3,,POINT (105.8182268 21.0354878)
6641988477,21.0355692,105.8191484,1,,POINT (105.8191484 21.0355692)
6641988479,21.0353979,105.8189158,3,,POINT (105.8189158 21.0353979)
6642019894,21.0353752,105.8191552,3,,POINT (105.8191552 21.0353752)
6642019896,21.0352432,105.8186314,1,,POINT (105.8186314 21.0352432)
6642019897,21.0354338,105.8186356,3,,POINT (105.8186356 21.0354338)
6642019898,21.0352519,105.8184175,1,,POINT (105.8184175 21.0352519)
6642019899,21.0354576,105.8184297,3,,POINT (105.8184297 21.0354576)
6642019900,21.0352575,105.8181359,1,,POINT (105.8181359 21.0352575)
6642019901,21.0354977,105.8181605,3,,POINT (105.8181605 21.0354977)
6642019903,21.0356958,105.8176082,3,,POINT (105.8176082 21.0356958)
6642019904,21.0357041,105.8171475,1,,POINT (105.8171475 21.0357041)
6642019905,21.0358851,105.81725,3,,POINT (105.81725 21.0358851)
6642019906,21.0358318,105.8169799,1,,POINT (105.8169799 21.0358318)
6642019907,21.0359842,105.817063,3,,POINT (105.817063 21.0359842)
6644148842,21.035332,105.819656,3,,POINT (105.819656 21.035332)
6644566941,21.0353638,105.8192885,3,,POINT (105.8192885 21.0353638)
7437479438,21.0399743,105.8174185,3,,POINT (105.8174185 21.0399743)
7437479441,21.0403563,105.8176143,3,,POINT (105.8176143 21.0403563)
8299505951,21.0390534,105.8170899,3,,POINT (105.8170899 21.0390534)
8299505952,21.0394796,105.8171884,3,,POINT (105.8171884 21.0394796)
8299505953,21.0395323,105.8128734,3,,POINT (105.8128734 21.0395323)
8299505954,21.0395251,105.8132395,3,,POINT (105.8132395 21.0395251)
8299505955,21.0392739,105.8128393,3,,POINT (105.8128393 21.0392739)
8299505956,21.0392515,105.81322,3,,POINT (105.81322 21.0392515)
8299505957,21.0394022,105.8132308,3,,POINT (105.8132308 21.0394022)
8299505963,21.0388417,105.8132718,3,,POINT (105.8132718 21.0388417)
8299505964,21.0396523,105.8134219,3,,POINT (105.8134219 21.0396523)
8299505967,21.0388203,105.8136318,3,,POINT (105.8136318 21.0388203)
8299505968,21.0391804,105.8143446,1,,POINT (105.8143446 21.0391804)
8299505970,21.0390067,105.814181,4,,POINT (105.814181 21.0390067)
8299505971,21.0388385,105.8141752,3,,POINT (105.8141752 21.0388385)
8299505973,21.0388552,105.8139001,3,,POINT (105.8139001 21.0388552)
8299505974,21.0389939,105.8144183,1,,POINT (105.8144183 21.0389939)
8299505975,21.0396874,105.8141206,1,,POINT (105.8141206 21.0396874)
8299505979,21.0388045,105.8138983,3,,POINT (105.8138983 21.0388045)
8299505983,21.0380386,105.8132777,3,,POINT (105.8132777 21.0380386)
8299505985,21.0384758,105.8179884,1,,POINT (105.8179884 21.0384758)
8299505987,21.03878,105.8182619,3,,POINT (105.8182619 21.03878)
8299505988,21.0388023,105.8179602,3,,POINT (105.8179602 21.0388023)
8299505989,21.0388029,105.8173829,3,,POINT (105.8173829 21.0388029)
8299505990,21.0387312,105.8179569,3,,POINT (105.8179569 21.0387312)
8299505994,21.0389878,105.8174101,3,,POINT (105.8174101 21.0389878)
8341291585,21.0401367,105.8135104,1,,POINT (105.8135104 21.0401367)
8341291588,21.0409244,105.8137667,3,,POINT (105.8137667 21.0409244)
8341746765,21.0401336,105.8173406,1,,POINT (105.8173406 21.0401336)
8341746766,21.0399743,105.8173252,3,,POINT (105.8173252 21.0399743)
8341770151,21.0342233,105.8198696,4,,POINT (105.8198696 21.0342233)
8819688903,21.0398757,105.8184934,1,,POINT (105.8184934 21.0398757)
8819688907,21.0395818,105.8187847,3,,POINT (105.8187847 21.0395818)
8819875252,21.0405429,105.8181842,1,,POINT (105.8181842 21.0405429)
8938435119,21.0386607,105.8173726,3,,POINT (105.8173726 21.0386607)
8938435122,21.0387845,105.8166936,3,,POINT (105.8166936 21.0387845)
9593878370,21.0348387,105.8172292,1,,POINT (105.8172292 21.0348387)
9594057514,21.0396119,105.8193466,3,,POINT (105.8193466 21.0396119)
9594057515,21.0394065,105.8193831,1,,POINT (105.8193831 21.0394065)
9706960160,21.0395254,105.8158361,3,,POINT (105.8158361 21.0395254)
9706960161,21.0394354,105.8162849,3,,POINT (105.8162849 21.0394354)
10178328334,21.0333271,105.8168911,1,,POINT (105.8168911 21.0333271)
10178328337,21.033272,105.8168106,3,,POINT (105.8168106 21.033272)
10178328346,21.0337006,105.8149866,4,crossing,POINT (105.8149866 21.0337006)
10178328347,21.0335008,105.8158251,4,crossing,POINT (105.8158251 21.0335008)
10217308392,21.033832,105.8144743,3,,POINT (105.8144743 21.033832)
10302026123,21.0339199,105.8143466,3,,POINT (105.8143466 21.0339199)
10302026129,21.0368295,105.8151936,3,,POINT (105.8151936 21.0368295)
10302026131,21.0369023,105.8150617,4,traffic_signals,POINT (105.8150617 21.0369023)
10302026132,21.0373468,105.814829,3,,POINT (105.814829 21.0373468)
10302026133,21.0372696,105.8147906,4,traffic_signals,POINT (105.8147906 21.0372696)
10302026134,21.0346858,105.8144618,4,crossing,POINT (105.8144618 21.0346858)
10302026135,21.0350636,105.8145806,4,crossing,POINT (105.8145806 21.0350636)
10302026136,21.0352626,105.8146432,4,crossing,POINT (105.8146432 21.0352626)
10302026137,21.0354898,105.8147147,4,crossing,POINT (105.8147147 21.0354898)
10302026138,21.036061,105.8149039,4,crossing,POINT (105.8149039 21.036061)
10302026139,21.0371911,105.8152328,3,,POINT (105.8152328 21.0371911)
10302026140,21.0370183,105.815214,4,traffic_signals,POINT (105.815214 21.0370183)
10302026141,21.0373191,105.8149478,4,traffic_signals,POINT (105.8149478 21.0373191)
10302026142,21.0372257,105.8151558,4,crossing,POINT (105.8151558 21.0372257)
10302026150,21.0372178,105.8153041,4,crossing,POINT (105.8153041 21.0372178)
10302026153,21.0374837,105.8148809,3,,POINT (105.8148809 21.0374837)
10302026155,21.0375123,105.8148698,4,crossing,POINT (105.8148698 21.0375123)
10302026163,21.0418004,105.8166334,3,,POINT (105.8166334 21.0418004)
10302026165,21.0379116,105.8150469,4,crossing,POINT (105.8150469 21.0379116)
10302026166,21.0383676,105.8151746,4,crossing,POINT (105.8151746 21.0383676)
10302026167,21.040518,105.8158323,4,crossing,POINT (105.8158323 21.040518)
10302026168,21.0376827,105.8153799,4,crossing,POINT (105.8153799 21.0376827)
10302026169,21.0384133,105.8156046,4,crossing,POINT (105.8156046 21.0384133)
10302026170,21.0392822,105.8158608,4,crossing,POINT (105.8158608 21.0392822)
10302026171,21.0395067,105.8159291,4,crossing,POINT (105.8159291 21.0395067)
10302026172,21.0398744,105.8160408,4,crossing,POINT (105.8160408 21.0398744)
10302026173,21.0401798,105.8161337,4,crossing,POINT (105.8161337 21.0401798)
10302026175,21.0405995,105.8162623,4,crossing,POINT (105.8162623 21.0405995)
10302026176,21.0411655,105.816436,4,crossing,POINT (105.816436 21.0411655)
10302026177,21.0415889,105.816566,4,crossing,POINT (105.816566 21.0415889)
10302026179,21.0411227,105.816018,4,crossing,POINT (105.816018 21.0411227)
10302026183,21.0420033,105.8166959,4,crossing,POINT (105.8166959 21.0420033)
10302026188,21.0408911,105.8159505,3,,POINT (105.8159505 21.0408911)
10302026189,21.0407882,105.8163202,3,,POINT (105.8163202 21.0407882)
10302026190,21.0408675,105.8160351,4,crossing,POINT (105.8160351 21.0408675)
10302026191,21.0408127,105.8162319,4,crossing,POINT (105.8162319 21.0408127)
10302026192,21.0388675,105.8153191,3,,POINT (105.8153191 21.0388675)
10302026193,21.0387641,105.8157078,3,,POINT (105.8157078 21.0387641)
10302026194,21.0388419,105.8154153,4,crossing,POINT (105.8154153 21.0388419)
10302026195,21.0387878,105.8156187,4,crossing,POINT (105.8156187 21.0387878)
10302026196,21.041904,105.8162479,3,,POINT (105.8162479 21.041904)
10651129991,21.0373539,105.8148654,3,,POINT (105.8148654 21.0373539)
11027079213,21.037592,105.816807,1,,POINT (105.816807 21.037592)
11027079215,21.0376514,105.8165988,3,,POINT (105.8165988 21.0376514)
11027079217,21.037284,105.8166767,1,,POINT (105.8166767 21.037284)
11041631521,21.0364323,105.8175275,1,,POINT (105.8175275 21.0364323)
11041631522,21.0360493,105.8175169,3,,POINT (105.8175169 21.0360493)
11041631526,21.0360795,105.817684,1,,POINT (105.817684 21.0360795)
11041631528,21.0361407,105.8171183,3,,POINT (105.8171183 21.0361407)
11041631529,21.035997,105.8170389,3,,POINT (105.8170389 21.035997)
11041631530,21.0359803,105.8174182,1,,POINT (105.8174182 21.0359803)
11041631531,21.0360328,105.8173189,3,,POINT (105.8173189 21.0360328)
11041631532,21.0358926,105.8172359,3,,POINT (105.8172359 21.0358926)
11041631533,21.0365747,105.8173756,1,,POINT (105.8173756 21.0365747)
11071056666,21.040009,105.8162329,1,,POINT (105.8162329 21.040009)
11071056668,21.0400663,105.816007,3,,POINT (105.816007 21.0400663)
11071444938,21.0377955,105.8172823,3,,POINT (105.8172823 21.0377955)
11072633978,21.0410937,105.8187519,1,,POINT (105.8187519 21.0410937)
11083465819,21.038261,105.8158158,1,,POINT (105.8158158 21.038261)
